ICD O 3 topogrophy code (modified),ICD O 3 topography code,SNOMED CT CODES,Region (level 1),Organ system (Level 2),Broad Site (Level 3),Site (Level 4),
C41.3,C41.3,23758000,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Sternocostal joint,Sternocostal joint
C41.3.L,C41.3.,50016007,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Costal cartilage-Left,#N/A
C41.3.L,C41.3.,81688003,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Costovertebral joint-Left,#N/A
C41.3.L,C41.3.,23758000,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Sternocostal joint-Left,#N/A
C41.3.R,C41.3.,50016007,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Costal cartilage-Right,#N/A
C41.3.R,C41.3.,81688003,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Costovertebral joint-Right,#N/A
C41.3.R,C41.3.,23758000,Thoracic,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Sternocostal joint-Right,#N/A
C41.4,C41.4,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Pelvic bones, sacrum, coccyx and associated joints",#N/A
C41.4,C41.4,37783008,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Acetabulum,Acetabulum
C41.4,C41.4,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Bone of hip,#N/A
C41.4,C41.4,64688005,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Coccyx,Coccyx
C41.4,C41.4,24136001,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Hip joint,Hip joint
C41.4,C41.4,22356005,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Ilium,Ilium
C41.4,C41.4,28254004,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Innominate bone,Innominate bone
C41.4,C41.4,85710004,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Ischium,Ischium
C41.4,C41.4,46633002,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Pelvic bone,Pelvic bone
C41.4,C41.4,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Pubic bone,#N/A
C41.4,C41.4,54735007,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Sacrum,Sacrum
C41.4,C41.4,82561000,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Symphysis pubis,Symphysis pubis
C41.4.L,C41.4.,37783008,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Acetabulum-Left,#N/A
C41.4.L,C41.4.,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Bone of hip-Left,#N/A
C41.4.L,C41.4.,24136001,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Hip joint-Left,#N/A
C41.4.L,C41.4.,22356005,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Ilium-Left,#N/A
C41.4.L,C41.4.,85710004,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Ischium-Left,#N/A
C41.4.L,C41.4.,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Pubic bone-Left,#N/A
C41.4.R,C41.4.,37783008,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Acetabulum-Right,#N/A
C41.4.R,C41.4.,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Bone of hip-Right,#N/A
C41.4.R,C41.4.,24136001,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Hip joint-Right,#N/A
C41.4.R,C41.4.,22356005,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Ilium-Right,#N/A
C41.4.R,C41.4.,85710004,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Ischium-Right,#N/A
C41.4.R,C41.4.,,Pelvis,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Pubic bone-Right,#N/A
C41.8,C41.8,,,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Overlapping regions of bones, joints and articular cartilage",#N/A
C41.9,C41.9,128530007,,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Bone, NOS",#N/A
C41.9,C41.9,41052006,,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Articular cartilage, NOS",#N/A
C41.9,C41.9,61496007,,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Cartilage, NOS",#N/A
C41.9,C41.9,39352004,,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES","Joint, NOS",#N/A
C41.9,C41.9,,,Bone Soft Tissue,"BONES, JOINTS AND ARTICULAR CARTILAGE OF OTHER AND UNSPECIFIED SITES",Skeletal bone,#N/A
C42.0,C42.0,87612001,,Hematolymphoid system,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,Blood,#N/A
C42.1,C42.1,14016003,,Hematolymphoid system,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,Bone marrow,Bone marrow
C42.2,C42.2,78961009,,Hematolymphoid system,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,Spleen,Spleen
C42.3,C42.3,,,Hematolymphoid system,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,"Reticuloendothelial system,NOS",#N/A
C42.4,C42.4,57171008,,Hematolymphoid system,HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS,"Hematopoietic system, NOS",#N/A
C44.0,C44.0,88089004,Head Neck,Skin,SKIN,"Skin of lip, NOS",#N/A
C44.0,C44.0,66934001,Head Neck,Skin,SKIN,Skin of lower lip,Skin of lower lip
C44.0,C44.0,16251004,Head Neck,Skin,SKIN,Skin of upper lip,Skin of upper lip
C44.1,C44.1,51360009,Head Neck,Skin,SKIN,Skin of Eyelid,Skin of eyelid
C44.1,C44.1,360913002,Head Neck,Skin,SKIN,"Skin of Canthus, NOS",#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,Skin of Inner canthus,#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,"Skin of Lid, NOS",#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,Skin of Lower lid,#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,Skin of Meibomian gland,#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,Skin of Outer canthus,#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,Skin of Palpebra,#N/A
C44.1,C44.1,,Head Neck,Skin,SKIN,Skin of Upper lid,#N/A
C44.1.L,C44.1.,51360009,Head Neck,Skin,SKIN,Skin of Eyelid-Left,#N/A
C44.1.L,C44.1.,360913002,Head Neck,Skin,SKIN,"Skin of Canthus, NOS-Left",#N/A
C44.1.L,C44.1.,,Head Neck,Skin,SKIN,Skin of Inner canthus-Left,#N/A
C44.1.L,C44.1.,,Head Neck,Skin,SKIN,"Skin of Lid, NOS-Left",#N/A
C44.1.L,C44.1.,,Head Neck,Skin,SKIN,Skin of Lower lid-Left,#N/A
C44.1.L,C44.1.,,Head Neck,Skin,SKIN,Skin of Outer canthus-Left,#N/A
C44.1.L,C44.1.,,Head Neck,Skin,SKIN,Skin of Palpebra-Left,#N/A
C44.1.L,C44.1.,,Head Neck,Skin,SKIN,Skin of Upper lid-Left,#N/A
C44.1.R,C44.1.,51360009,Head Neck,Skin,SKIN,Skin of Eyelid-Right,#N/A
C44.1.R,C44.1.,360913002,Head Neck,Skin,SKIN,"Skin of Canthus, NOS-Right",#N/A
C44.1.R,C44.1.,,Head Neck,Skin,SKIN,Skin of Inner canthus-Right,#N/A
C44.1.R,C44.1.,,Head Neck,Skin,SKIN,"Skin of Lid, NOS-Right",#N/A
C44.1.R,C44.1.,,Head Neck,Skin,SKIN,Skin of Lower lid-Right,#N/A
C44.1.R,C44.1.,,Head Neck,Skin,SKIN,Skin of Outer canthus-Right,#N/A
C44.1.R,C44.1.,,Head Neck,Skin,SKIN,Skin of Palpebra-Right,#N/A
C44.1.R,C44.1.,,Head Neck,Skin,SKIN,Skin of Upper lid-Right,#N/A
C44.2,C44.2,1902009,Head Neck,Skin,SKIN,Skin of External ear,Skin of external ear
C44.2,C44.2,,Head Neck,Skin,SKIN,"Skin of Auditory canal, NOS",#N/A
C44.2,C44.2,244073008,Head Neck,Skin,SKIN,"Skin of Auricle, NOS",#N/A
C44.2,C44.2,,Head Neck,Skin,SKIN,"Skin of Auricular canal, NOS",#N/A
C44.2,C44.2,,Head Neck,Skin,SKIN,Skin of Ceruminal gland,#N/A
C44.2,C44.2,21439001,Head Neck,Skin,SKIN,Skin of Concha,Skin of concha
C44.2,C44.2,,Head Neck,Skin,SKIN,Skin of Ear canal,#N/A
C44.2,C44.2,2059009,Head Neck,Skin,SKIN,Skin of Ear lobule,Skin of ear lobule
C44.2,C44.2,1902009,Head Neck,Skin,SKIN,"Skin of Ear, NOS",#N/A
C44.2,C44.2,,Head Neck,Skin,SKIN,Skin of Earlobe,#N/A
C44.2,C44.2,86409001,Head Neck,Skin,SKIN,Skin of External auditory canal,Skin of external auditory canal
C44.2,C44.2,244078004,Head Neck,Skin,SKIN,Skin of External auditory meatus,Skin of external auditory meatus
C44.2,C44.2,,Head Neck,Skin,SKIN,Skin of External auricular canal,#N/A
C44.2,C44.2,79313003,Head Neck,Skin,SKIN,Skin of Helix,Skin of helix
C44.2,C44.2,44737009,Head Neck,Skin,SKIN,Skin of Pinna,Skin of pinna
C44.2,C44.2,,Head Neck,Skin,SKIN,Skin of Skin of auricle,#N/A
C44.2,C44.2,79502000,Head Neck,Skin,SKIN,Skin of Tragus,Skin of tragus
C44.2.L,C44.2.,1902009,Head Neck,Skin,SKIN,Skin of External ear-Left,#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,"Skin of Auditory canal, NOS-Left",#N/A
C44.2.L,C44.2.,244073008,Head Neck,Skin,SKIN,"Skin of Auricle, NOS-Left",#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,"Skin of Auricular canal, NOS-Left",#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,Skin of Ceruminal gland-Left,#N/A
C44.2.L,C44.2.,21439001,Head Neck,Skin,SKIN,Skin of Concha-Left,#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,Skin of Ear canal-Left,#N/A
C44.2.L,C44.2.,2059009,Head Neck,Skin,SKIN,Skin of Ear lobule-Left,#N/A
C44.2.L,C44.2.,1902009,Head Neck,Skin,SKIN,"Skin of Ear, NOS-Left",#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,Skin of Earlobe-Left,#N/A
C44.2.L,C44.2.,86409001,Head Neck,Skin,SKIN,Skin of External auditory canal-Left,#N/A
C44.2.L,C44.2.,244078004,Head Neck,Skin,SKIN,Skin of External auditory meatus-Left,#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,Skin of External auricular canal-Left,#N/A
C44.2.L,C44.2.,79313003,Head Neck,Skin,SKIN,Skin of Helix-Left,#N/A
C44.2.L,C44.2.,44737009,Head Neck,Skin,SKIN,Skin of Pinna-Left,#N/A
C44.2.L,C44.2.,,Head Neck,Skin,SKIN,Skin of Skin of auricle-Left,#N/A
C44.2.L,C44.2.,79502000,Head Neck,Skin,SKIN,Skin of Tragus-Left,#N/A
C44.2.R,C44.2.,1902009,Head Neck,Skin,SKIN,Skin of External ear-Right,#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,"Skin of Auditory canal, NOS-Right",#N/A
C44.2.R,C44.2.,244073008,Head Neck,Skin,SKIN,"Skin of Auricle, NOS-Right",#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,"Skin of Auricular canal, NOS-Right",#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,Skin of Ceruminal gland-Right,#N/A
C44.2.R,C44.2.,21439001,Head Neck,Skin,SKIN,Skin of Concha-Right,#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,Skin of Ear canal-Right,#N/A
C44.2.R,C44.2.,2059009,Head Neck,Skin,SKIN,Skin of Ear lobule-Right,#N/A
C44.2.R,C44.2.,1902009,Head Neck,Skin,SKIN,"Skin of Ear, NOS-Right",#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,Skin of Earlobe-Right,#N/A
C44.2.R,C44.2.,86409001,Head Neck,Skin,SKIN,Skin of External auditory canal-Right,#N/A
C44.2.R,C44.2.,244078004,Head Neck,Skin,SKIN,Skin of External auditory meatus-Right,#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,Skin of External auricular canal-Right,#N/A
C44.2.R,C44.2.,79313003,Head Neck,Skin,SKIN,Skin of Helix-Right,#N/A
C44.2.R,C44.2.,44737009,Head Neck,Skin,SKIN,Skin of Pinna-Right,#N/A
C44.2.R,C44.2.,,Head Neck,Skin,SKIN,Skin of Skin of auricle-Right,#N/A
C44.2.R,C44.2.,79502000,Head Neck,Skin,SKIN,Skin of Tragus-Right,#N/A
C44.3,C44.3,,Head Neck,Skin,SKIN,Skin of other and unspecified parts of face,#N/A
C44.3,C44.3,68598004,Head Neck,Skin,SKIN,Skin of Ala nasi,Skin of ala nasi
C44.3,C44.3,,Head Neck,Skin,SKIN,Skin of Brow,#N/A
C44.3,C44.3,23747009,Head Neck,Skin,SKIN,"Skin of Chin, NOS",#N/A
C44.3,C44.3,,Head Neck,Skin,SKIN,Skin of Columnella,#N/A
C44.3,C44.3,,Head Neck,Skin,SKIN,Skin of External cheek,#N/A
C44.3,C44.3,245501006,Head Neck,Skin,SKIN,Skin of External nose,Skin of external nose
C44.3,C44.3,48670002,Head Neck,Skin,SKIN,Skin of Eyebrow,Skin of eyebrow
C44.3,C44.3,68698007,Head Neck,Skin,SKIN,"Skin of Forehead, NOS",#N/A
C44.3,C44.3,244081009,Head Neck,Skin,SKIN,"Skin of Temple, NOS",#N/A
C44.3.L,C44.3.,68598004,Head Neck,Skin,SKIN,Skin of Ala nasi-Left,#N/A
C44.3.L,C44.3.,,Head Neck,Skin,SKIN,Skin of Brow-Left,#N/A
C44.3.L,C44.3.,,Head Neck,Skin,SKIN,Skin of External cheek-Left,#N/A
C44.3.L,C44.3.,48670002,Head Neck,Skin,SKIN,Skin of Eyebrow-Left,#N/A
C44.3.L,C44.3.,244081009,Head Neck,Skin,SKIN,"Skin of Temple, NOS-Left",#N/A
C44.3.R,C44.3.,68598004,Head Neck,Skin,SKIN,Skin of Ala nasi-Right,#N/A
C44.3.R,C44.3.,,Head Neck,Skin,SKIN,Skin of Brow-Right,#N/A
C44.3.R,C44.3.,,Head Neck,Skin,SKIN,Skin of External cheek-Right,#N/A
C44.3.R,C44.3.,48670002,Head Neck,Skin,SKIN,Skin of Eyebrow-Right,#N/A
C44.3.R,C44.3.,244081009,Head Neck,Skin,SKIN,"Skin of Temple, NOS-Right",#N/A
C44.4,C44.4,,Head Neck,Skin,SKIN,Skin of scalp and neck,#N/A
C44.4,C44.4,41695006,Head Neck,Skin,SKIN,"Scalp, NOS",#N/A
C44.4,C44.4,,Head Neck,Skin,SKIN,Skin of cervical region,#N/A
C44.4,C44.4,70762009,Head Neck,Skin,SKIN,"Skin of head, NOS",#N/A
C44.4,C44.4,43081002,Head Neck,Skin,SKIN,Skin of neck,Skin of neck
C44.4,C44.4,43067004,Head Neck,Skin,SKIN,Skin of scalp,Skin of scalp
C44.4,C44.4,,Head Neck,Skin,SKIN,Skin of supraclavicular region,#N/A
C44.4.L,C44.4.,43081002,Head Neck,Skin,SKIN,Skin of neck-Left,#N/A
C44.4.L,C44.4.,,Head Neck,Skin,SKIN,Skin of supraclavicular region-Left,#N/A
C44.4.R,C44.4.,43081002,Head Neck,Skin,SKIN,Skin of neck-Right,#N/A
C44.4.R,C44.4.,,Head Neck,Skin,SKIN,Skin of supraclavicular region-Right,#N/A
C44.5,C44.5,86381001,Trunk,Skin,SKIN,Skin of trunk,Skin of trunk
C44.5,C44.5,181522009,Pelvis,Skin,SKIN,Perianal skin,Perianal skin
C44.5,C44.5,78220002,Trunk,Skin,SKIN,"Umbilicus, NOS",#N/A
C44.5.L,C44.5.,86381001,Trunk,Skin,SKIN,Skin of trunk-Left,#N/A
C44.5.R,C44.5.,86381001,Trunk,Skin,SKIN,Skin of trunk-Right,#N/A
C44.6,C44.6,,Upper limb,Skin,SKIN,Skin of upper limb and shoulder,#N/A
C44.6,C44.6,,Upper limb,Skin,SKIN,Finger nail,#N/A
C44.6,C44.6,,Upper limb,Skin,SKIN,Palmar skin,#N/A
C44.6.L,C44.6.,,Upper limb,Skin,SKIN,Skin of upper limb and shoulder-Left,#N/A
C44.6.R,C44.6.,,Upper limb,Skin,SKIN,Skin of upper limb and shoulder-Right,#N/A
C44.7,C44.7,,Upper limb,Skin,SKIN,Skin of lower limb and hip,#N/A
C44.7,C44.7,,Lower limb,Skin,SKIN,Plantar skin,#N/A
C44.7,C44.7,57999000,Lower limb,Skin,SKIN,Sole of foot,Sole of foot
C44.7,C44.7,,Lower limb,Skin,SKIN,Toe nail,#N/A
C44.7.L,C44.7.,,Lower limb,Skin,SKIN,Skin of lower limb and hip-Left,#N/A
C44.7.L,C44.7.,,Lower limb,Skin,SKIN,Plantar skin-Left,#N/A
C44.7.L,C44.7.,57999000,Lower limb,Skin,SKIN,Sole of foot-Left,#N/A
C44.7.R,C44.7.,,Lower limb,Skin,SKIN,Skin of lower limb and hip-Right,#N/A
C44.7.R,C44.7.,,Lower limb,Skin,SKIN,Plantar skin-Right,#N/A
C44.7.R,C44.7.,57999000,Lower limb,Skin,SKIN,Sole of foot-Right,#N/A
C44.8,C44.8,,,Skin,SKIN,Overlapping lesion of skin,#N/A
C44.8,C44.8,,,Skin,SKIN,Overlapping regions of skin,#N/A
C44.9,C44.9,39937001,,Skin,SKIN,"Skin, NOS",#N/A
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,"Peripheral nerves and autonomic nervous system of head, face, and neck",#N/A
C47.0,C47.0,72260008,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Cervical plexus,Cervical plexus
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of upper limb and shoulder,#N/A
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Brachial nerve,#N/A
C47.1,C47.1,36582005,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Brachial plexus,Brachial plexus
C47.1,C47.1,38464002,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Median nerve,Median nerve
C47.1,C47.1,8079007,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Radial nerve,Radial nerve
C47.1,C47.1,58696008,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Ulnar nerve,Ulnar nerve
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Brachial nerve-Left,#N/A
C47.1.L,C47.1.,36582005,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Brachial plexus-Left,#N/A
C47.1.L,C47.1.,38464002,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Median nerve-Left,#N/A
C47.1.L,C47.1.,8079007,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Radial nerve-Left,#N/A
C47.1.L,C47.1.,58696008,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Ulnar nerve-Left,#N/A
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Brachial nerve-Right,#N/A
C47.1.R,C47.1.,36582005,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Brachial plexus-Right,#N/A
C47.1.R,C47.1.,38464002,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Median nerve-Right,#N/A
C47.1.R,C47.1.,8079007,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Radial nerve-Right,#N/A
C47.1.R,C47.1.,58696008,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Ulnar nerve-Right,#N/A
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of lower limb and hip,#N/A
C47.2,C47.2,113319005,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Femoral nerve,Femoral nerve
C47.2,C47.2,60272005,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Obturator nerve,Obturator nerve
C47.2,C47.2,41519007,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sciatic nerve,Sciatic nerve
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of lower limb and hip-Left,#N/A
C47.2.L,C47.2.,113319005,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Femoral nerve-Left,#N/A
C47.2.L,C47.2.,60272005,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Obturator nerve-Left,#N/A
C47.2.L,C47.2.,41519007,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sciatic nerve-Left,#N/A
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of lower limb and hip-Right,#N/A
C47.2.R,C47.2.,113319005,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Femoral nerve-Right,#N/A
C47.2.R,C47.2.,60272005,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Obturator nerve-Right,#N/A
C47.2.R,C47.2.,41519007,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sciatic nerve-Right,#N/A
C47.3,C47.3,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of thorax,#N/A
C47.3,C47.3,6637008,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Intercostal nerve,Intercostal nerve
C47.3.L,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of thorax-Left,#N/A
C47.3.L,C47.3.,6637008,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Intercostal nerve-Left,#N/A
C47.3.R,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of thorax-Right,#N/A
C47.3.R,C47.3.,6637008,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Intercostal nerve-Right,#N/A
C47.4,C47.4,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of abdomen,#N/A
C47.4.L,C47.4.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of abdomen-Left,#N/A
C47.4.R,C47.4.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of abdomen-Right,#N/A
C47.5,C47.5,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of pelvis,#N/A
C47.5,C47.5,45272004,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Lumbosacral plexus,Lumbosacral plexus
C47.5,C47.5,46315001,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sacral nerve,Sacral nerve
C47.5,C47.5,62397004,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sacral plexus,Sacral plexus
C47.5.L,C47.5.,,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerves and autonomic nervous system of pelvis-Left,#N/A
C47.5.L,C47.5.,45272004,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Lumbosacral plexus-Left,#N/A
C47.5.L,C47.5.,46315001,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sacral nerve-Left,#N/A
C47.5.L,C47.5.,62397004,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Sacral plexus-Left,#N/A
